model,cv_r2_mean,cv_r2_std,cv_mae,cv_rmse,params
cb_b,0.40877173414273593,0.0036105199510664265,3.1496297678505814,4.011068606220334,"{'loss_function': 'RMSE', 'eval_metric': 'R2', 'random_seed': 42, 'nan_mode': 'Min', 'subsample': 0.85, 'iterations': 300, 'depth': 7, 'learning_rate': 0.07, 'l2_leaf_reg': 3.0}"
cb_a,0.40868843833416574,0.0033421532740808835,3.154633267198025,4.011345242571609,"{'loss_function': 'RMSE', 'eval_metric': 'R2', 'random_seed': 42, 'nan_mode': 'Min', 'subsample': 0.85, 'iterations': 420, 'depth': 8, 'learning_rate': 0.05, 'l2_leaf_reg': 4.0}"
